id,(Intercept),badpairwise10a
Bacteria;,0.9563833476453238,1.1086762961600065
Bacteria;Omnitrophota,5.592415548985803,-1.911030553810798
Bacteria;Acidobacteriota,-0.9340299102671318,5.393832113754665
Bacteria;Proteobacteria,3.811374873408656,-1.0085373507135134
Bacteria;Bacteroidota,0.20909071268879525,-1.5300524921820005
Bacteria;Nitrospirota,35.13402352677885,-0.03029939207369927
Bacteria;Methylomirabilota,0.6821373377757426,0.7753248883401603
Bacteria;Gemmatimonadota,-0.2404304866368976,-1.5732614104013718
Bacteria;Patescibacteria,0.9895919463576719,1.2882161214974532
Bacteria;Desulfobacterota,0.1290842991431551,0.5450133798764312
Bacteria;Desulfobacterota_E,0.491949325552176,0.1759544835918383
Bacteria;Firmicutes,0.3374991443324375,-1.5177096050614578
Bacteria;Margulisbacteria,0.6365770362433603,1.3748134260733695
