id,(Intercept),badpairwise10a
Bacteria;;,0.6861351029360697,0.8573700154888177
Bacteria;Omnitrophota;Koll11,2.432212515012192,-1.9458431633277788
Bacteria;Acidobacteriota;Mor1,-3.866391768829759,5.775165342489541
Bacteria;Proteobacteria;Gammaproteobacteria,3.0731096551672104,-1.1941262893295723
Bacteria;Bacteroidota;Bacteroidia,-0.08496822631174064,-1.6426038584934535
Bacteria;Nitrospirota;Nitrospiria,1.0218486610929016,-1.7164555476103318
Bacteria;Methylomirabilota;Methylomirabilia,0.19835843440549522,0.3161785577927273
Bacteria;Gemmatimonadota;Gemmatimonadetes,-0.5697397304797261,-1.7164555476103314
Bacteria;Patescibacteria;ABY1,0.3883016445792579,0.8880427543894817
Bacteria;Desulfobacterota;GWC2-55-46,-0.9298849876044335,-0.392778316037116
Bacteria;Omnitrophota;Omnitrophia,0.2838635176261356,0.5992186429169386
Bacteria;Desulfobacterota_E;MBNT15,-0.16613273224444328,-0.5130948293864355
Bacteria;Patescibacteria;Paceibacteria,0.4220850005333698,1.023550741000864
Bacteria;Nitrospirota;Thermodesulfovibrionia,4.43372535015492,0.5630315139692387
Bacteria;Patescibacteria;Gracilibacteria,0.43229809724357904,0.9743495639612295
Bacteria;Patescibacteria;,-0.10365059439966526,-0.36616157006374683
Bacteria;Firmicutes;Bacilli,0.060261749374812705,-1.6204790452100004
Bacteria;Margulisbacteria;WOR-1,0.11310110028217821,0.9594439903154075
