id,(Intercept),badpairwise10a
cbff13b5013921139f28a5115cf9f7a8,-0.05386495873278374,0.25919223244871537
25e119f38effd7d58bf3442bd40eaf00,0.8946950337101576,-3.174274409782226
ee6a011da2550805c6fd434ab053464a,-0.49159932740973356,1.102391709233829
c4dc084b83476f4b2c829da5b52fcb4d,-0.05386495873278374,0.6646573405568789
02b4cbe5c2955ab2f66dc82cdf6dad64,0.36978397146081843,0.5695124773353134
7e7deb01f0491d33ecb87427fcbeb1ee,0.02321038118084573,-2.302789757252914
7346ee25c4de4df48f80d736342c1c02,1.3001601418183213,-1.7879800486623347
fb6835364f1d79a14457f24bc50738d0,0.20154785315021173,0.2269229718799296
e04265a1b5b74d599d1000ac0f280268,-0.09737064722759836,0.21568654395390052
67e959ec1398cee2946858ecda5af98b,-0.49159932740973356,-1.7879800486623347
b39f90da9ee92988c2e0f57748c70f4c,0.023210381180845507,0.33626757236234417
7da5a08a0f3713731b1ec0bdefe97783,-0.19770599495867391,-0.0024318394335591798
c1cd0bc45f873697ab9156e7147e8d76,0.36978397146081865,0.6087331904885945
a9cdace376f468b22ea7bac7de7e029c,0.057706816924321114,-0.1400616156601705
e149acb95b2ccf99ebccc818ef8aac1f,-0.32336320909912764,-0.3467782545388409
c02e74171a45a7d8308e4581e6b79eab,-0.25659751278686604,0.27960322970884277
59dd6d3f3f896c4309537cf26c3597a3,0.3516001493753813,-2.63117952544745
d88abff2ed5af388abe3bd71809f70e1,0.6793035756639303,0.9329373463746274
2bfdfef3ab9fe4d267c52f8ee5c80ddd,0.8279293373978958,-0.3349199912301838
89fa0981707da59c8cede9f5d70afe62,0.057706816924321114,0.6584460805576008
f86222ce0aa7c48d5994451baf572b60,0.4365496677730798,-2.7161290438451484
b7d6cf3f7467ca45087ca083796a0af0,1.0062668093672629,-3.2858461854393313
d69464b2275c7c4514b5858d01db39b8,0.12028838840132394,0.5445712146930474
3421464bea79a54e7eef62009457230b,0.5354625394380395,1.0135994809789861
8b91e5b1c412877f96a4a342ab6dc680,0.3873296313664536,-1.0574710950044215
1304d0f9dc2397bbf02e61577a2f5adc,0.08997607749310665,-0.0669703605711296
1f8747026500ce37ab66b935d9b1b53e,1.0673756257293878,1.47332656380358
38c27ceaed634984c1225a82648cf571,2.007682029021262,-0.11287413519769263
266d3c050f6688d15024f3c36c9328d8,0.02321038118084573,-0.10556517991669478
b39be459cc96689db8cd6b00a0d86e8e,3.070639803836979,-5.350219179909047
87e503bff5c5886e5938a97aa0afb1d5,-0.013843604896015327,0.13215950162231727
615d65be0a5ba4f62e9d7aa1bffb4277,0.057706816924321114,0.6584460805576008
3ebe761bfb1238c87195d431f41bf976,2.4228734813953707,-1.7580138783009995
fc3f584449d707e80bd4aa0efcd65508,0.08997607749310732,-2.3695554535651757
54c05a1e59ddd42bd97a0a8f522bf591,-0.4915993274097332,0.2914614930175007
906a06fc904a9a11c50b0a100467961b,-0.2565975127868665,-0.07707171422988934
aeda648ef1ccaf013a70453eee0caf8a,1.6122372963548195,-0.4578294679417416
da13eb51a23731d1542076afd2a4882d,0.24920294305237456,-2.5287823191244425
b230be8a10f78f48e504b8dc5cfa7afb,0.05770681692432156,-0.0347011000023445
ec03d66fcea8850ab39fe2bce3814f30,0.22594293523492848,0.7903145546973326
